id_tiempo,fecha,día,mes,trimestre,año
137947,2009-01-26 15:18:59,26,1,1,2009
137953,2009-01-26 15:19:20,26,1,1,2009
137959,2009-01-26 15:19:23,26,1,1,2009
137980,2009-01-26 15:19:37,26,1,1,2009
137995,2009-01-26 15:19:45,26,1,1,2009
138010,2009-01-26 15:20:06,26,1,1,2009
138022,2009-01-26 15:20:11,26,1,1,2009
138040,2009-01-26 15:21:36,26,1,1,2009
138049,2009-01-26 15:24:55,26,1,1,2009
138067,2009-01-26 15:25:51,26,1,1,2009
138076,2009-01-26 15:32:15,26,1,1,2009
138103,2009-01-26 15:33:19,26,1,1,2009
138118,2009-01-26 15:35:55,26,1,1,2009
138169,2009-01-26 15:36:37,26,1,1,2009
138193,2009-01-26 15:38:47,26,1,1,2009
138208,2009-01-26 15:38:51,26,1,1,2009
138226,2009-01-26 15:41:21,26,1,1,2009
138268,2009-01-26 15:41:59,26,1,1,2009
138304,2009-01-26 15:42:12,26,1,1,2009
138310,2009-01-26 15:43:01,26,1,1,2009
138337,2009-01-26 15:43:15,26,1,1,2009
138394,2009-01-26 15:44:45,26,1,1,2009
138424,2009-01-26 15:47:49,26,1,1,2009
138430,2009-01-26 15:49:42,26,1,1,2009
138442,2009-01-26 15:50:45,26,1,1,2009
138460,2009-01-26 15:50:52,26,1,1,2009
138496,2009-01-26 15:50:57,26,1,1,2009
138532,2009-01-26 15:52:38,26,1,1,2009
138541,2009-01-26 15:53:22,26,1,1,2009
138556,2009-01-26 15:54:18,26,1,1,2009
138562,2009-01-26 15:55:16,26,1,1,2009
138568,2009-01-26 15:55:34,26,1,1,2009
138589,2009-01-26 15:58:13,26,1,1,2009
138607,2009-01-26 15:58:43,26,1,1,2009
138616,2009-01-26 16:07:44,26,1,1,2009
138631,2009-01-26 16:09:01,26,1,1,2009
138661,2009-01-26 16:10:20,26,1,1,2009
138667,2009-01-26 16:12:36,26,1,1,2009
138691,2009-01-26 16:16:29,26,1,1,2009
138706,2009-01-26 16:18:08,26,1,1,2009
138742,2009-01-26 16:19:19,26,1,1,2009
138754,2009-01-26 16:21:54,26,1,1,2009
138772,2009-01-26 16:23:42,26,1,1,2009
138781,2009-01-26 16:25:57,26,1,1,2009
138787,2009-01-26 16:27:06,26,1,1,2009
138796,2009-01-26 16:32:15,26,1,1,2009
138829,2009-01-26 16:33:20,26,1,1,2009
138844,2009-01-26 16:37:46,26,1,1,2009
138862,2009-01-26 16:38:50,26,1,1,2009
138904,2009-01-26 16:40:26,26,1,1,2009
138943,2009-01-26 16:41:22,26,1,1,2009
138967,2009-01-26 16:46:05,26,1,1,2009
139000,2009-01-26 16:46:52,26,1,1,2009
139006,2009-01-26 16:46:57,26,1,1,2009
139015,2009-01-26 16:53:15,26,1,1,2009
139024,2009-01-26 16:55:11,26,1,1,2009
139072,2009-01-26 16:55:27,26,1,1,2009
139090,2009-01-26 16:57:34,26,1,1,2009
139114,2009-01-26 17:05:04,26,1,1,2009
139126,2009-01-26 17:06:22,26,1,1,2009
139144,2009-01-26 17:09:47,26,1,1,2009
139183,2009-01-26 17:12:22,26,1,1,2009
139192,2009-01-26 17:17:50,26,1,1,2009
139198,2009-01-26 17:19:57,26,1,1,2009
139228,2009-01-26 17:20:03,26,1,1,2009
139246,2009-01-26 17:26:20,26,1,1,2009
139252,2009-01-26 17:26:34,26,1,1,2009
139288,2009-01-26 17:27:31,26,1,1,2009
139300,2009-01-26 17:27:41,26,1,1,2009
139324,2009-01-26 17:32:45,26,1,1,2009
139342,2009-01-26 17:33:30,26,1,1,2009
139387,2009-01-26 17:34:50,26,1,1,2009
139435,2009-01-26 17:37:51,26,1,1,2009
139441,2009-01-26 17:40:47,26,1,1,2009
139453,2009-01-26 17:42:42,26,1,1,2009
139480,2009-01-26 17:44:03,26,1,1,2009
139486,2009-01-26 17:44:53,26,1,1,2009
139495,2009-01-26 17:47:17,26,1,1,2009
139513,2009-01-26 17:48:25,26,1,1,2009
139522,2009-01-26 17:48:47,26,1,1,2009
139528,2009-01-26 17:48:52,26,1,1,2009
139540,2009-01-26 17:50:49,26,1,1,2009
139558,2009-01-26 17:52:12,26,1,1,2009
139570,2009-01-26 17:55:01,26,1,1,2009
139582,2009-01-26 17:59:02,26,1,1,2009
139597,2009-01-26 18:08:02,26,1,1,2009
139630,2009-01-26 18:08:21,26,1,1,2009
139645,2009-01-26 18:10:39,26,1,1,2009
139675,2009-01-26 18:11:19,26,1,1,2009
139681,2009-01-26 18:12:22,26,1,1,2009
139690,2009-01-26 18:15:53,26,1,1,2009
139705,2009-01-26 18:16:42,26,1,1,2009
139726,2009-01-26 18:17:02,26,1,1,2009
139741,2009-01-26 18:17:37,26,1,1,2009
139753,2009-01-26 18:19:18,26,1,1,2009
139774,2009-01-26 18:20:38,26,1,1,2009
139789,2009-01-26 18:21:02,26,1,1,2009
139816,2009-01-26 18:28:11,26,1,1,2009
139831,2009-01-26 18:28:46,26,1,1,2009
139843,2009-01-26 18:29:42,26,1,1,2009
139873,2009-01-26 18:30:21,26,1,1,2009
139891,2009-01-26 18:30:48,26,1,1,2009
139903,2009-01-26 18:37:04,26,1,1,2009
139954,2009-01-26 18:39:13,26,1,1,2009
139996,2009-01-26 18:39:30,26,1,1,2009
140005,2009-01-26 18:39:49,26,1,1,2009
140017,2009-01-26 18:41:13,26,1,1,2009
140029,2009-01-26 18:42:18,26,1,1,2009
140083,2009-01-26 18:43:41,26,1,1,2009
140113,2009-01-26 18:43:46,26,1,1,2009
140128,2009-01-26 18:46:44,26,1,1,2009
140143,2009-01-26 18:47:19,26,1,1,2009
140161,2009-01-26 18:48:15,26,1,1,2009
140188,2009-01-26 18:48:35,26,1,1,2009
140203,2009-01-26 18:49:11,26,1,1,2009
140230,2009-01-26 18:50:09,26,1,1,2009
140245,2009-01-26 18:53:21,26,1,1,2009
140254,2009-01-26 18:54:13,26,1,1,2009
140287,2009-01-26 18:56:12,26,1,1,2009
140311,2009-01-26 18:56:16,26,1,1,2009
140383,2009-01-26 19:02:35,26,1,1,2009
140398,2009-01-26 19:05:12,26,1,1,2009
140431,2009-01-26 19:07:15,26,1,1,2009
140440,2009-01-26 19:09:43,26,1,1,2009
140446,2009-01-26 19:10:38,26,1,1,2009
140452,2009-01-26 19:11:14,26,1,1,2009
140503,2009-01-26 19:11:46,26,1,1,2009
140518,2009-01-26 19:12:12,26,1,1,2009
140536,2009-01-26 19:14:15,26,1,1,2009
140551,2009-01-26 19:14:20,26,1,1,2009
140566,2009-01-26 19:16:22,26,1,1,2009
140584,2009-01-26 19:16:33,26,1,1,2009
140590,2009-01-26 19:20:06,26,1,1,2009
140602,2009-01-26 19:23:16,26,1,1,2009
140608,2009-01-26 19:31:28,26,1,1,2009
140620,2009-01-26 19:33:23,26,1,1,2009
140671,2009-01-26 19:35:12,26,1,1,2009
140701,2009-01-26 19:36:39,26,1,1,2009
140716,2009-01-26 19:40:46,26,1,1,2009
140728,2009-01-26 19:45:52,26,1,1,2009
140740,2009-01-26 19:47:55,26,1,1,2009
140752,2009-01-26 19:48:45,26,1,1,2009
140767,2009-01-26 19:54:04,26,1,1,2009
140776,2009-01-26 19:56:06,26,1,1,2009
140803,2009-01-26 19:59:12,26,1,1,2009
140812,2009-01-26 20:03:46,26,1,1,2009
140821,2009-01-26 20:10:54,26,1,1,2009
140878,2009-01-26 20:32:17,26,1,1,2009
140893,2009-01-26 20:37:09,26,1,1,2009
140941,2009-01-26 20:38:27,26,1,1,2009
140956,2009-01-27 00:10:20,27,1,1,2009
140971,2009-01-27 00:20:41,27,1,1,2009
140980,2009-01-27 00:29:02,27,1,1,2009
140989,2009-01-27 00:31:40,27,1,1,2009
140995,2009-01-27 00:32:56,27,1,1,2009
141016,2009-01-27 00:37:23,27,1,1,2009
141034,2009-01-27 00:39:52,27,1,1,2009
141043,2009-01-27 00:43:30,27,1,1,2009
141055,2009-01-27 00:44:25,27,1,1,2009
141070,2009-01-27 00:46:52,27,1,1,2009
141106,2009-01-27 00:47:27,27,1,1,2009
141133,2009-01-27 00:51:49,27,1,1,2009
141151,2009-01-27 08:02:51,27,1,1,2009
141157,2009-01-27 08:13:11,27,1,1,2009
141178,2009-01-27 08:26:45,27,1,1,2009
141187,2009-01-27 08:28:51,27,1,1,2009
141193,2009-01-27 08:29:30,27,1,1,2009
141211,2009-01-27 08:33:27,27,1,1,2009
141220,2009-01-27 08:42:38,27,1,1,2009
141241,2009-01-27 08:48:06,27,1,1,2009
141268,2009-01-27 08:48:34,27,1,1,2009
141298,2009-01-27 08:54:42,27,1,1,2009
141313,2009-01-27 08:56:27,27,1,1,2009
141331,2009-01-27 09:07:57,27,1,1,2009
141346,2009-01-27 09:08:35,27,1,1,2009
141355,2009-01-27 09:09:14,27,1,1,2009
141361,2009-01-27 09:11:55,27,1,1,2009
141370,2009-01-27 09:17:03,27,1,1,2009
141385,2009-01-27 09:19:25,27,1,1,2009
141397,2009-01-27 09:23:44,27,1,1,2009
141406,2009-01-27 09:24:49,27,1,1,2009
141433,2009-01-27 09:29:47,27,1,1,2009
141445,2009-01-27 09:32:51,27,1,1,2009
141472,2009-01-27 09:32:52,27,1,1,2009
141487,2009-01-27 09:33:35,27,1,1,2009
141502,2009-01-27 09:33:37,27,1,1,2009
141520,2009-01-27 09:34:32,27,1,1,2009
141529,2009-01-27 09:38:10,27,1,1,2009
141544,2009-01-27 09:38:51,27,1,1,2009
141613,2009-01-27 09:41:43,27,1,1,2009
141634,2009-01-27 09:42:51,27,1,1,2009
141652,2009-01-27 09:47:56,27,1,1,2009
141658,2009-01-27 09:48:50,27,1,1,2009
141673,2009-01-27 09:50:36,27,1,1,2009
141691,2009-01-27 09:52:51,27,1,1,2009
141709,2009-01-27 09:53:31,27,1,1,2009
141733,2009-01-27 09:53:49,27,1,1,2009
141754,2009-01-27 09:56:49,27,1,1,2009
141763,2009-01-27 09:58:03,27,1,1,2009
141778,2009-01-27 10:01:59,27,1,1,2009
141793,2009-01-27 10:07:30,27,1,1,2009
141814,2009-01-27 10:10:02,27,1,1,2009
141829,2009-01-27 10:12:03,27,1,1,2009
141883,2009-01-27 10:12:05,27,1,1,2009
141901,2009-01-27 10:16:22,27,1,1,2009
141907,2009-01-27 10:20:42,27,1,1,2009
141919,2009-01-27 10:22:11,27,1,1,2009
141931,2009-01-27 10:22:44,27,1,1,2009
141949,2009-01-27 10:23:57,27,1,1,2009
141964,2009-01-27 10:25:34,27,1,1,2009
141973,2009-01-27 10:31:52,27,1,1,2009
141988,2009-01-27 10:33:54,27,1,1,2009
141994,2009-01-27 10:34:18,27,1,1,2009
142009,2009-01-27 10:34:24,27,1,1,2009
142015,2009-01-27 10:35:51,27,1,1,2009
142030,2009-01-27 10:38:58,27,1,1,2009
142042,2009-01-27 10:39:26,27,1,1,2009
142093,2009-01-27 10:41:54,27,1,1,2009
142099,2009-01-27 10:46:13,27,1,1,2009
142114,2009-01-27 10:47:03,27,1,1,2009
142129,2009-01-27 10:48:10,27,1,1,2009
142141,2009-01-27 10:49:35,27,1,1,2009
142150,2009-01-27 10:51:30,27,1,1,2009
142168,2009-01-27 10:58:55,27,1,1,2009
142186,2009-01-27 11:02:21,27,1,1,2009
142201,2009-01-27 11:07:23,27,1,1,2009
142216,2009-01-27 11:07:57,27,1,1,2009
142234,2009-01-27 11:08:25,27,1,1,2009
142255,2009-01-27 11:08:40,27,1,1,2009
142270,2009-01-27 11:17:32,27,1,1,2009
142291,2009-01-27 11:29:55,27,1,1,2009
142333,2009-01-27 11:31:30,27,1,1,2009
142348,2009-01-27 11:31:31,27,1,1,2009
142360,2009-01-27 11:36:39,27,1,1,2009
142378,2009-01-27 11:37:45,27,1,1,2009
142393,2009-01-27 11:40:48,27,1,1,2009
142402,2009-01-27 11:42:37,27,1,1,2009
142411,2009-01-27 11:43:01,27,1,1,2009
142447,2009-01-27 11:47:35,27,1,1,2009
142483,2009-01-27 11:50:29,27,1,1,2009
142516,2009-01-27 11:53:48,27,1,1,2009
142546,2009-01-27 11:56:35,27,1,1,2009
142561,2009-01-27 11:58:10,27,1,1,2009
142570,2009-01-27 11:59:26,27,1,1,2009
142585,2009-01-27 13:06:47,27,1,1,2009
142597,2009-01-27 13:14:09,27,1,1,2009
142603,2009-01-27 13:17:49,27,1,1,2009
142645,2009-01-27 13:18:35,27,1,1,2009
142681,2009-01-27 13:19:49,27,1,1,2009
142690,2009-01-27 13:26:23,27,1,1,2009
142699,2009-01-27 13:29:08,27,1,1,2009
142756,2009-01-27 13:33:44,27,1,1,2009
142765,2009-01-27 13:35:38,27,1,1,2009
142780,2009-01-27 13:36:02,27,1,1,2009
142804,2009-01-27 13:38:24,27,1,1,2009
142864,2009-01-27 13:38:33,27,1,1,2009
142870,2009-01-27 13:42:10,27,1,1,2009
142885,2009-01-27 13:42:25,27,1,1,2009
142912,2009-01-27 13:53:55,27,1,1,2009
142930,2009-01-27 13:55:33,27,1,1,2009
142981,2009-01-27 14:03:56,27,1,1,2009
143005,2009-01-27 14:05:35,27,1,1,2009
143026,2009-01-27 14:06:51,27,1,1,2009
143080,2009-01-27 14:09:57,27,1,1,2009
143089,2009-01-27 14:14:51,27,1,1,2009
143110,2009-01-27 14:18:48,27,1,1,2009
143128,2009-01-27 14:18:50,27,1,1,2009
143140,2009-01-27 14:25:29,27,1,1,2009
143176,2009-01-27 14:26:10,27,1,1,2009
143215,2009-01-27 14:27:45,27,1,1,2009
143236,2009-01-27 14:33:57,27,1,1,2009
143242,2009-01-27 14:35:57,27,1,1,2009
143257,2009-01-27 14:40:50,27,1,1,2009
143272,2009-01-27 14:40:56,27,1,1,2009
143290,2009-01-27 14:44:27,27,1,1,2009
143302,2009-01-27 14:48:43,27,1,1,2009
143332,2009-01-27 14:53:40,27,1,1,2009
143344,2009-01-27 14:55:02,27,1,1,2009
143356,2009-01-27 14:58:13,27,1,1,2009
143368,2009-01-27 15:06:53,27,1,1,2009
143395,2009-01-27 15:10:59,27,1,1,2009
143425,2009-01-27 15:12:25,27,1,1,2009
143434,2009-01-27 15:14:16,27,1,1,2009
143473,2009-01-27 15:16:52,27,1,1,2009
143482,2009-01-27 15:17:05,27,1,1,2009
143503,2009-01-27 15:19:24,27,1,1,2009
143518,2009-01-27 15:20:44,27,1,1,2009
143527,2009-01-27 15:21:02,27,1,1,2009
143536,2009-01-27 15:26:08,27,1,1,2009
143545,2009-01-27 15:46:29,27,1,1,2009
143554,2009-01-27 15:47:47,27,1,1,2009
143575,2009-01-27 15:50:32,27,1,1,2009
143602,2009-01-27 15:50:39,27,1,1,2009
143608,2009-01-27 15:51:29,27,1,1,2009
143638,2009-01-27 15:55:22,27,1,1,2009
143689,2009-01-27 15:56:57,27,1,1,2009
143698,2009-01-27 15:57:08,27,1,1,2009
143731,2009-01-27 15:57:30,27,1,1,2009
143746,2009-01-27 16:02:16,27,1,1,2009
143755,2009-01-27 16:02:40,27,1,1,2009
143761,2009-01-27 16:11:27,27,1,1,2009
143776,2009-01-27 16:11:50,27,1,1,2009
143803,2009-01-27 16:15:44,27,1,1,2009
143836,2009-01-27 16:19:27,27,1,1,2009
143854,2009-01-27 16:23:02,27,1,1,2009
143866,2009-01-27 16:24:51,27,1,1,2009
143878,2009-01-27 16:25:59,27,1,1,2009
143902,2009-01-27 16:27:01,27,1,1,2009
143941,2009-01-27 16:28:21,27,1,1,2009
143974,2009-01-27 16:32:31,27,1,1,2009
143986,2009-01-27 16:38:45,27,1,1,2009
143992,2009-01-27 16:41:03,27,1,1,2009
144049,2009-01-27 16:44:53,27,1,1,2009
144157,2009-01-27 16:50:10,27,1,1,2009
144166,2009-01-27 16:56:11,27,1,1,2009
144187,2009-01-27 16:56:34,27,1,1,2009
144229,2009-01-27 17:04:39,27,1,1,2009
144244,2009-01-27 17:05:41,27,1,1,2009
144274,2009-01-27 17:06:28,27,1,1,2009
144304,2009-01-27 17:12:34,27,1,1,2009
144337,2009-01-27 17:15:59,27,1,1,2009
144349,2009-01-27 17:18:12,27,1,1,2009
144352,2009-01-27 17:19:12,27,1,1,2009
144367,2009-01-27 17:24:38,27,1,1,2009
144391,2009-01-27 17:24:43,27,1,1,2009
144409,2009-01-27 17:29:35,27,1,1,2009
144427,2009-01-27 17:32:20,27,1,1,2009
144442,2009-01-27 17:33:47,27,1,1,2009
144451,2009-01-27 17:35:17,27,1,1,2009
144484,2009-01-27 17:35:32,27,1,1,2009
144508,2009-01-27 17:38:16,27,1,1,2009
144517,2009-01-27 17:46:29,27,1,1,2009
144532,2009-01-27 17:49:21,27,1,1,2009
144550,2009-01-27 17:54:11,27,1,1,2009
144562,2009-01-27 17:56:31,27,1,1,2009
144580,2009-01-27 17:57:11,27,1,1,2009
144589,2009-01-27 17:59:27,27,1,1,2009
144613,2009-01-27 18:02:39,27,1,1,2009
144631,2009-01-27 18:03:01,27,1,1,2009
144658,2009-01-27 18:06:13,27,1,1,2009
144694,2009-01-27 18:12:54,27,1,1,2009
144715,2009-01-27 18:13:17,27,1,1,2009
144733,2009-01-27 18:14:25,27,1,1,2009
144766,2009-01-27 18:17:13,27,1,1,2009
144787,2009-01-27 18:22:40,27,1,1,2009
144805,2009-01-27 18:23:02,27,1,1,2009
144811,2009-01-27 18:27:10,27,1,1,2009
144844,2009-01-27 18:27:16,27,1,1,2009
144877,2009-01-27 18:34:34,27,1,1,2009
144895,2009-01-27 18:34:36,27,1,1,2009
144913,2009-01-27 18:34:45,27,1,1,2009
144931,2009-01-27 18:36:20,27,1,1,2009
144946,2009-01-27 18:43:36,27,1,1,2009
144955,2009-01-27 18:46:43,27,1,1,2009
144976,2009-01-27 18:47:14,27,1,1,2009
144991,2009-01-27 18:51:40,27,1,1,2009
145006,2009-01-27 18:54:46,27,1,1,2009
145012,2009-01-27 18:56:18,27,1,1,2009
145027,2009-01-27 19:02:19,27,1,1,2009
145039,2009-01-27 19:05:53,27,1,1,2009
145060,2009-01-27 19:10:26,27,1,1,2009
145129,2009-01-27 19:11:12,27,1,1,2009
145183,2009-01-27 19:11:44,27,1,1,2009
145198,2009-01-27 19:11:52,27,1,1,2009
145207,2009-01-27 19:16:06,27,1,1,2009
145225,2009-01-27 19:16:26,27,1,1,2009
145261,2009-01-27 19:16:32,27,1,1,2009
145276,2009-01-27 19:16:53,27,1,1,2009
145285,2009-01-27 19:16:54,27,1,1,2009
145324,2009-01-27 19:18:40,27,1,1,2009
145339,2009-01-27 19:18:59,27,1,1,2009
145354,2009-01-27 19:22:50,27,1,1,2009
145384,2009-01-27 19:23:04,27,1,1,2009
145408,2009-01-27 19:23:28,27,1,1,2009
145414,2009-01-27 19:27:09,27,1,1,2009
145426,2009-01-27 19:29:56,27,1,1,2009
145444,2009-01-27 19:35:44,27,1,1,2009
145453,2009-01-27 19:38:47,27,1,1,2009
145468,2009-01-27 19:41:05,27,1,1,2009
145486,2009-01-27 19:52:51,27,1,1,2009
145528,2009-01-27 19:53:49,27,1,1,2009
145549,2009-01-27 19:54:58,27,1,1,2009
145573,2009-01-27 19:55:55,27,1,1,2009
145582,2009-01-27 19:59:23,27,1,1,2009
145594,2009-01-27 20:15:23,27,1,1,2009
145609,2009-01-27 20:25:08,27,1,1,2009
145621,2009-01-27 20:28:23,27,1,1,2009
145633,2009-01-27 20:35:51,27,1,1,2009
145651,2009-01-27 20:37:52,27,1,1,2009
145666,2009-01-27 20:45:18,27,1,1,2009
145690,2009-01-27 20:48:14,27,1,1,2009
145720,2009-01-27 20:57:09,27,1,1,2009
145729,2009-01-27 20:58:36,27,1,1,2009
145738,2009-01-28 00:08:57,28,1,1,2009
145747,2009-01-28 00:17:02,28,1,1,2009
145753,2009-01-28 00:23:08,28,1,1,2009
145801,2009-01-28 00:23:35,28,1,1,2009
145831,2009-01-28 00:26:51,28,1,1,2009
145861,2009-01-28 00:35:11,28,1,1,2009
145873,2009-01-28 00:42:21,28,1,1,2009
145885,2009-01-28 00:42:24,28,1,1,2009
145891,2009-01-28 00:42:43,28,1,1,2009
145918,2009-01-28 00:48:40,28,1,1,2009
145957,2009-01-28 00:48:54,28,1,1,2009
145990,2009-01-28 00:53:33,28,1,1,2009
146023,2009-01-28 00:54:36,28,1,1,2009
146065,2009-01-28 08:03:19,28,1,1,2009
146092,2009-01-28 08:06:36,28,1,1,2009
146107,2009-01-28 08:19:52,28,1,1,2009
146116,2009-01-28 08:22:58,28,1,1,2009
146122,2009-01-28 08:28:21,28,1,1,2009
146137,2009-01-28 08:30:36,28,1,1,2009
146149,2009-01-28 08:30:53,28,1,1,2009
146164,2009-01-28 08:38:40,28,1,1,2009
146170,2009-01-28 08:52:40,28,1,1,2009
146182,2009-01-28 09:01:34,28,1,1,2009
146215,2009-01-28 09:04:07,28,1,1,2009
146221,2009-01-28 09:11:06,28,1,1,2009
146242,2009-01-28 09:21:42,28,1,1,2009
146272,2009-01-28 09:27:12,28,1,1,2009
146287,2009-01-28 09:27:59,28,1,1,2009
146302,2009-01-28 09:30:53,28,1,1,2009
146323,2009-01-28 09:32:23,28,1,1,2009
146335,2009-01-28 09:34:18,28,1,1,2009
146356,2009-01-28 09:37:31,28,1,1,2009
146368,2009-01-28 09:37:50,28,1,1,2009
146413,2009-01-28 09:39:31,28,1,1,2009
146431,2009-01-28 09:39:57,28,1,1,2009
146440,2009-01-28 09:45:08,28,1,1,2009
146467,2009-01-28 09:45:32,28,1,1,2009
146494,2009-01-28 09:47:54,28,1,1,2009
146533,2009-01-28 09:48:49,28,1,1,2009
146557,2009-01-28 09:49:16,28,1,1,2009
146593,2009-01-28 09:52:05,28,1,1,2009
146608,2009-01-28 09:53:19,28,1,1,2009
146629,2009-01-28 09:54:05,28,1,1,2009
146641,2009-01-28 09:55:46,28,1,1,2009
146659,2009-01-28 09:59:47,28,1,1,2009
146689,2009-01-28 10:01:29,28,1,1,2009
146701,2009-01-28 10:02:49,28,1,1,2009
146719,2009-01-28 10:03:11,28,1,1,2009
146728,2009-01-28 10:07:11,28,1,1,2009
146746,2009-01-28 10:09:04,28,1,1,2009
146761,2009-01-28 10:14:03,28,1,1,2009
146770,2009-01-28 10:15:35,28,1,1,2009
146779,2009-01-28 10:20:45,28,1,1,2009
146785,2009-01-28 10:21:19,28,1,1,2009
146794,2009-01-28 10:23:55,28,1,1,2009
146809,2009-01-28 10:24:59,28,1,1,2009
146824,2009-01-28 10:29:38,28,1,1,2009
146860,2009-01-28 10:33:19,28,1,1,2009
146893,2009-01-28 10:35:45,28,1,1,2009
146902,2009-01-28 10:41:01,28,1,1,2009
146911,2009-01-28 10:42:20,28,1,1,2009
146929,2009-01-28 10:46:26,28,1,1,2009
146989,2009-01-28 10:51:07,28,1,1,2009
147001,2009-01-28 10:52:13,28,1,1,2009
147013,2009-01-28 10:52:19,28,1,1,2009
147028,2009-01-28 10:52:46,28,1,1,2009
147046,2009-01-28 10:52:47,28,1,1,2009
147061,2009-01-28 10:54:32,28,1,1,2009
147106,2009-01-28 11:01:22,28,1,1,2009
147118,2009-01-28 11:03:47,28,1,1,2009
147145,2009-01-28 11:05:34,28,1,1,2009
147151,2009-01-28 11:06:16,28,1,1,2009
147160,2009-01-28 11:06:30,28,1,1,2009
147190,2009-01-28 11:07:20,28,1,1,2009
147202,2009-01-28 11:11:17,28,1,1,2009
147217,2009-01-28 11:11:36,28,1,1,2009
147229,2009-01-28 11:12:40,28,1,1,2009
147238,2009-01-28 11:13:34,28,1,1,2009
147256,2009-01-28 11:15:03,28,1,1,2009
147268,2009-01-28 11:15:29,28,1,1,2009
147292,2009-01-28 11:17:05,28,1,1,2009
147325,2009-01-28 11:18:12,28,1,1,2009
147352,2009-01-28 11:18:45,28,1,1,2009
147358,2009-01-28 11:20:47,28,1,1,2009
147388,2009-01-28 11:21:40,28,1,1,2009
147397,2009-01-28 11:22:47,28,1,1,2009
147406,2009-01-28 11:26:39,28,1,1,2009
147421,2009-01-28 11:28:02,28,1,1,2009
147460,2009-01-28 11:31:15,28,1,1,2009
147487,2009-01-28 11:32:22,28,1,1,2009
147517,2009-01-28 11:32:52,28,1,1,2009
147529,2009-01-28 11:32:56,28,1,1,2009
147547,2009-01-28 11:38:12,28,1,1,2009
147565,2009-01-28 11:40:35,28,1,1,2009
147571,2009-01-28 11:41:41,28,1,1,2009
147583,2009-01-28 11:45:46,28,1,1,2009
147592,2009-01-28 11:47:23,28,1,1,2009
147616,2009-01-28 11:47:30,28,1,1,2009
147631,2009-01-28 11:48:05,28,1,1,2009
147643,2009-01-28 11:52:13,28,1,1,2009
147655,2009-01-28 11:53:09,28,1,1,2009
147661,2009-01-28 11:56:13,28,1,1,2009
147682,2009-01-28 11:58:42,28,1,1,2009
147709,2009-01-28 11:58:44,28,1,1,2009
147724,2009-01-28 11:58:54,28,1,1,2009
147736,2009-01-28 13:02:09,28,1,1,2009
147742,2009-01-28 13:05:19,28,1,1,2009
147769,2009-01-28 13:08:41,28,1,1,2009
147805,2009-01-28 13:09:28,28,1,1,2009
147820,2009-01-28 13:09:52,28,1,1,2009
147829,2009-01-28 13:18:03,28,1,1,2009
147835,2009-01-28 13:22:48,28,1,1,2009
147856,2009-01-28 13:32:38,28,1,1,2009
147895,2009-01-28 13:40:05,28,1,1,2009
147907,2009-01-28 13:41:29,28,1,1,2009
147931,2009-01-28 13:50:46,28,1,1,2009
147946,2009-01-28 13:52:27,28,1,1,2009
147976,2009-01-28 13:54:58,28,1,1,2009
147994,2009-01-28 13:58:09,28,1,1,2009
148024,2009-01-28 14:01:19,28,1,1,2009
148051,2009-01-28 14:02:39,28,1,1,2009
148063,2009-01-28 14:03:29,28,1,1,2009
148084,2009-01-28 14:04:11,28,1,1,2009
148132,2009-01-28 14:09:16,28,1,1,2009
148147,2009-01-28 14:09:38,28,1,1,2009
148162,2009-01-28 14:10:16,28,1,1,2009
148186,2009-01-28 14:14:59,28,1,1,2009
148207,2009-01-28 14:15:30,28,1,1,2009
148216,2009-01-28 14:17:54,28,1,1,2009
148246,2009-01-28 14:20:13,28,1,1,2009
148288,2009-01-28 14:20:27,28,1,1,2009
148303,2009-01-28 14:24:13,28,1,1,2009
148327,2009-01-28 14:25:07,28,1,1,2009
148339,2009-01-28 14:27:52,28,1,1,2009
148354,2009-01-28 14:30:34,28,1,1,2009
148369,2009-01-28 14:33:48,28,1,1,2009
148402,2009-01-28 14:35:26,28,1,1,2009
148438,2009-01-28 14:38:02,28,1,1,2009
148447,2009-01-28 14:39:34,28,1,1,2009
148477,2009-01-28 14:43:48,28,1,1,2009
148483,2009-01-28 14:47:41,28,1,1,2009
148510,2009-01-28 14:51:06,28,1,1,2009
148534,2009-01-28 14:51:59,28,1,1,2009
148561,2009-01-28 14:52:56,28,1,1,2009
148573,2009-01-28 14:54:50,28,1,1,2009
148585,2009-01-28 14:54:51,28,1,1,2009
148603,2009-01-28 14:57:13,28,1,1,2009
148612,2009-01-28 14:58:08,28,1,1,2009
148642,2009-01-28 15:01:19,28,1,1,2009
148651,2009-01-28 15:02:56,28,1,1,2009
148675,2009-01-28 15:03:03,28,1,1,2009
148696,2009-01-28 15:11:39,28,1,1,2009
148711,2009-01-28 15:14:01,28,1,1,2009
148741,2009-01-28 15:14:58,28,1,1,2009
148765,2009-01-28 15:19:53,28,1,1,2009
148777,2009-01-28 15:20:59,28,1,1,2009
148789,2009-01-28 15:21:53,28,1,1,2009
148804,2009-01-28 15:22:09,28,1,1,2009
148819,2009-01-28 15:24:52,28,1,1,2009
148837,2009-01-28 15:26:49,28,1,1,2009
148858,2009-01-28 15:32:20,28,1,1,2009
148876,2009-01-28 15:35:11,28,1,1,2009
148882,2009-01-28 15:35:12,28,1,1,2009
148909,2009-01-28 15:36:12,28,1,1,2009
148915,2009-01-28 15:37:22,28,1,1,2009
148933,2009-01-28 15:39:54,28,1,1,2009
